gid,Season Type,Neutral,Date,Away Team,Away Team Long,Home Team,Home Team Long,Away Score,Home Score,Goalie Team,Goalie Team Long,playerId,playerName,toi,gsaX,proj_gsaX
2024020130,2,False,2024-10-26,FLA,Florida Panthers,NYI,New York Islanders,6,3,NYI,New York Islanders,8473575,Semyon Varlamov,58:14,-1.4009999999999998,-1.4487337999999998
2024020130,2,False,2024-10-26,FLA,Florida Panthers,NYI,New York Islanders,6,3,FLA,Florida Panthers,8481519,Spencer Knight,60:0,-0.0249999999999999,-0.1913449999999999
2024020131,2,False,2024-10-26,CBJ,Columbus Blue Jackets,NSH,Nashville Predators,3,4,NSH,Nashville Predators,8475809,Scott Wedgewood,61:43,-0.863,-0.9571094
2024020131,2,False,2024-10-26,CBJ,Columbus Blue Jackets,NSH,Nashville Predators,3,4,CBJ,Columbus Blue Jackets,8480193,Daniil Tarasov,61:7,-0.3439999999999998,-0.4828471999999999
2024020132,2,False,2024-10-26,CHI,Chicago Blackhawks,DAL,Dallas Stars,2,4,DAL,Dallas Stars,8479979,Jake Oettinger,59:55,0.914,0.6667132000000001
2024020132,2,False,2024-10-26,CHI,Chicago Blackhawks,DAL,Dallas Stars,2,4,CHI,Chicago Blackhawks,8475852,Petr Mrazek,58:23,0.8069999999999999,0.5689365999999999
2024020133,2,False,2024-10-26,PIT,Pittsburgh Penguins,VAN,Vancouver Canucks,3,4,VAN,Vancouver Canucks,8480947,Kevin Lankinen,60:0,-1.569,-1.6022522
2024020133,2,False,2024-10-26,PIT,Pittsburgh Penguins,VAN,Vancouver Canucks,3,4,PIT,Pittsburgh Penguins,8477968,Alex Nedeljkovic,58:20,-0.7370000000000001,-0.8419706
2024020134,2,False,2024-10-26,SJS,San Jose Sharks,VGK,Vegas Golden Knights,3,7,VGK,Vegas Golden Knights,8478492,Ilya Samsonov,60:0,0.0129999999999999,-0.1566206000000001
2024020134,2,False,2024-10-26,SJS,San Jose Sharks,VGK,Vegas Golden Knights,3,7,SJS,San Jose Sharks,8477970,Vitek Vanecek,60:0,-3.571,-3.4316798
2024020135,2,False,2024-10-26,CAR,Carolina Hurricanes,SEA,Seattle Kraken,4,1,SEA,Seattle Kraken,8478916,Joey Daccord,59:11,0.8900000000000001,0.6447820000000001
2024020135,2,False,2024-10-26,CAR,Carolina Hurricanes,SEA,Seattle Kraken,4,1,CAR,Carolina Hurricanes,8475883,Frederik Andersen,60:0,1.019,0.7626622000000001
2024020136,2,False,2024-10-27,EDM,Edmonton Oilers,DET,Detroit Red Wings,3,2,DET,Detroit Red Wings,8475660,Cam Talbot,60:18,-0.6440000000000001,-0.7569872000000001
2024020136,2,False,2024-10-27,EDM,Edmonton Oilers,DET,Detroit Red Wings,3,2,EDM,Edmonton Oilers,8475717,Calvin Pickard,60:14,1.1760000000000002,0.9061288000000002
2024020137,2,False,2024-10-27,ANA,Anaheim Ducks,NJD,New Jersey Devils,2,6,NJD,New Jersey Devils,8474593,Jacob Markstrom,59:24,-0.579,-0.6975901999999999
2024020137,2,False,2024-10-27,ANA,Anaheim Ducks,NJD,New Jersey Devils,2,6,ANA,Anaheim Ducks,8473503,James Reimer,60:0,-2.371,-2.3351198
2024020138,2,False,2024-10-27,MTL,Montréal Canadiens,PHI,Philadelphia Flyers,4,3,PHI,Philadelphia Flyers,8482783,Aleksei Kolosov,58:10,-1.38,-1.429544
2024020138,2,False,2024-10-27,MTL,Montréal Canadiens,PHI,Philadelphia Flyers,4,3,MTL,Montréal Canadiens,8480051,Cayden Primeau,60:0,-0.2320000000000002,-0.3805016000000002
2024020139,2,False,2024-10-27,OTT,Ottawa Senators,COL,Colorado Avalanche,4,5,COL,Colorado Avalanche,8481020,Justus Annunen,59:34,-0.976,-1.0603688
2024020139,2,False,2024-10-27,OTT,Ottawa Senators,COL,Colorado Avalanche,4,5,OTT,Ottawa Senators,8476341,Anton Forsberg,53:8,-0.9209999999999998,-1.0101097999999995
2024020139,2,False,2024-10-27,OTT,Ottawa Senators,COL,Colorado Avalanche,4,5,OTT,Ottawa Senators,8476999,Linus Ullmark,4:46,0.539,0.3240381999999999
2024020140,2,False,2024-10-28,FLA,Florida Panthers,BUF,Buffalo Sabres,5,2,BUF,Buffalo Sabres,8480045,Ukko-Pekka Luukkonen,58:10,-1.0299999999999998,-1.109714
2024020140,2,False,2024-10-28,FLA,Florida Panthers,BUF,Buffalo Sabres,5,2,FLA,Florida Panthers,8475683,Sergei Bobrovsky,60:0,-0.0969999999999999,-0.2571386
2024020142,2,False,2024-10-28,EDM,Edmonton Oilers,CBJ,Columbus Blue Jackets,1,6,CBJ,Columbus Blue Jackets,8478007,Elvis Merzlikins,60:0,1.2679999999999998,0.9901983999999998
2024020142,2,False,2024-10-28,EDM,Edmonton Oilers,CBJ,Columbus Blue Jackets,1,6,EDM,Edmonton Oilers,8479973,Stuart Skinner,60:0,-3.476,-3.3448687999999995
2024020141,2,False,2024-10-28,NSH,Nashville Predators,TBL,Tampa Bay Lightning,2,3,TBL,Tampa Bay Lightning,8476883,Andrei Vasilevskiy,63:22,0.5630000000000002,0.3459694000000001
2024020141,2,False,2024-10-28,NSH,Nashville Predators,TBL,Tampa Bay Lightning,2,3,NSH,Nashville Predators,8477424,Juuse Saros,63:22,0.7930000000000001,0.5561434000000001
2024020143,2,False,2024-10-28,TOR,Toronto Maple Leafs,WPG,Winnipeg Jets,6,4,WPG,Winnipeg Jets,8476945,Connor Hellebuyck,59:21,-1.6960000000000002,-1.7183048
2024020143,2,False,2024-10-28,TOR,Toronto Maple Leafs,WPG,Winnipeg Jets,6,4,TOR,Toronto Maple Leafs,8476932,Anthony Stolarz,60:0,-2.221,-2.1980498
2024020144,2,False,2024-10-28,CHI,Chicago Blackhawks,COL,Colorado Avalanche,5,2,COL,Colorado Avalanche,8480382,Alexandar Georgiev,58:7,-0.3620000000000001,-0.4992956
2024020144,2,False,2024-10-28,CHI,Chicago Blackhawks,COL,Colorado Avalanche,5,2,CHI,Chicago Blackhawks,8475852,Petr Mrazek,60:0,0.5089999999999999,0.2966241999999999
2024020145,2,False,2024-10-28,SJS,San Jose Sharks,UTA,Arizona Coyotes,5,4,UTA,Arizona Coyotes,8478971,Connor Ingram,61:26,-1.335,-1.388423
2024020145,2,False,2024-10-28,SJS,San Jose Sharks,UTA,Arizona Coyotes,5,4,SJS,San Jose Sharks,8478406,Mackenzie Blackwood,60:45,-1.6949999999999998,-1.717391
2024020146,2,False,2024-10-28,CAR,Carolina Hurricanes,VAN,Vancouver Canucks,4,3,VAN,Vancouver Canucks,8480947,Kevin Lankinen,60:19,-1.255,-1.315319
2024020146,2,False,2024-10-28,CAR,Carolina Hurricanes,VAN,Vancouver Canucks,4,3,CAR,Carolina Hurricanes,8481611,Pyotr Kochetkov,60:42,-0.573,-0.6921073999999999
2024020147,2,False,2024-10-28,CGY,Calgary Flames,VGK,Vegas Golden Knights,0,5,VGK,Vegas Golden Knights,8478499,Adin Hill,60:0,1.154,0.8860251999999998
2024020147,2,False,2024-10-28,CGY,Calgary Flames,VGK,Vegas Golden Knights,0,5,CGY,Calgary Flames,8478435,Dan Vladar,60:0,-2.159,-2.1413942
2024020148,2,False,2024-10-29,PHI,Philadelphia Flyers,BOS,Boston Bruins,2,0,BOS,Boston Bruins,8476914,Joonas Korpisalo,58:24,0.908,0.6612303999999999
2024020148,2,False,2024-10-29,PHI,Philadelphia Flyers,BOS,Boston Bruins,2,0,PHI,Philadelphia Flyers,8481035,Samuel Ersson,60:0,3.231,2.7839878
2024020149,2,False,2024-10-29,SEA,Seattle Kraken,MTL,Montréal Canadiens,8,2,MTL,Montréal Canadiens,8480051,Cayden Primeau,37:23,-0.3229999999999999,-0.4636574
2024020149,2,False,2024-10-29,SEA,Seattle Kraken,MTL,Montréal Canadiens,8,2,MTL,Montréal Canadiens,8478470,Sam Montembeault,21:0,-3.083,-2.9857454
2024020149,2,False,2024-10-29,SEA,Seattle Kraken,MTL,Montréal Canadiens,8,2,SEA,Seattle Kraken,8478916,Joey Daccord,59:40,2.7910000000000004,2.3819158
2024020150,2,False,2024-10-29,STL,St. Louis Blues,OTT,Ottawa Senators,1,8,OTT,Ottawa Senators,8476999,Linus Ullmark,60:0,0.585,0.366073
2024020150,2,False,2024-10-29,STL,St. Louis Blues,OTT,Ottawa Senators,1,8,STL,St. Louis Blues,8480981,Joel Hofer,31:8,-3.89,-3.723182
2024020150,2,False,2024-10-29,STL,St. Louis Blues,OTT,Ottawa Senators,1,8,STL,St. Louis Blues,8476412,Jordan Binnington,28:41,-1.216,-1.2796808
2024020152,2,False,2024-10-29,ANA,Anaheim Ducks,NYI,New York Islanders,3,1,NYI,New York Islanders,8478009,Ilya Sorokin,59:5,0.8809999999999998,0.6365577999999997
2024020152,2,False,2024-10-29,ANA,Anaheim Ducks,NYI,New York Islanders,3,1,ANA,Anaheim Ducks,8480843,Lukas Dostal,60:0,3.069,2.6359522
2024020153,2,False,2024-10-29,MIN,Minnesota Wild,PIT,Pittsburgh Penguins,5,3,PIT,Pittsburgh Penguins,8482446,Joel Blomqvist,58:49,-1.516,-1.5538208
2024020153,2,False,2024-10-29,MIN,Minnesota Wild,PIT,Pittsburgh Penguins,5,3,MIN,Minnesota Wild,8470594,Marc-Andre Fleury,59:59,-0.7309999999999999,-0.8364877999999998
2024020151,2,False,2024-10-29,NYR,New York Rangers,WSH,Washington Capitals,3,5,WSH,Washington Capitals,8480313,Logan Thompson,60:0,-0.3849999999999998,-0.5203129999999998
2024020151,2,False,2024-10-29,NYR,New York Rangers,WSH,Washington Capitals,3,5,NYR,New York Rangers,8478048,Igor Shesterkin,58:54,3.393,2.9320234
2024020154,2,False,2024-10-29,LAK,Los Angeles Kings,SJS,San Jose Sharks,2,4,SJS,San Jose Sharks,8477970,Vitek Vanecek,59:8,0.7669999999999999,0.5323845999999999
2024020154,2,False,2024-10-29,LAK,Los Angeles Kings,SJS,San Jose Sharks,2,4,LAK,Los Angeles Kings,8479496,David Rittich,58:8,-0.879,-0.9717302
2024020155,2,False,2024-10-30,NYI,New York Islanders,CBJ,Columbus Blue Jackets,0,2,CBJ,Columbus Blue Jackets,8478007,Elvis Merzlikins,60:0,3.084,2.6496592
2024020155,2,False,2024-10-30,NYI,New York Islanders,CBJ,Columbus Blue Jackets,0,2,NYI,New York Islanders,8473575,Semyon Varlamov,57:23,1.177,0.9070426
2024020156,2,False,2024-10-30,WPG,Winnipeg Jets,DET,Detroit Red Wings,6,2,DET,Detroit Red Wings,8479312,Alex Lyon,60:0,-3.114,-3.0140731999999995
2024020156,2,False,2024-10-30,WPG,Winnipeg Jets,DET,Detroit Red Wings,6,2,WPG,Winnipeg Jets,8476945,Connor Hellebuyck,60:0,-0.3740000000000001,-0.5102612000000001
2024020157,2,False,2024-10-30,TBL,Tampa Bay Lightning,COL,Colorado Avalanche,5,2,COL,Colorado Avalanche,8478039,Kaapo Kahkonen,58:16,-2.144,-2.1276872
2024020157,2,False,2024-10-30,TBL,Tampa Bay Lightning,COL,Colorado Avalanche,5,2,TBL,Tampa Bay Lightning,8476883,Andrei Vasilevskiy,60:0,2.359,1.9871542
2024020158,2,False,2024-10-30,CGY,Calgary Flames,UTA,Arizona Coyotes,1,5,UTA,Arizona Coyotes,8478971,Connor Ingram,60:0,0.766,0.5314708
2024020158,2,False,2024-10-30,CGY,Calgary Flames,UTA,Arizona Coyotes,1,5,CGY,Calgary Flames,8481692,Dustin Wolf,60:0,-1.364,-1.4149231999999998
2024020160,2,False,2024-10-30,VGK,Vegas Golden Knights,LAK,Los Angeles Kings,3,6,LAK,Los Angeles Kings,8475311,Darcy Kuemper,60:0,-0.1659999999999999,-0.3201907999999999
2024020160,2,False,2024-10-30,VGK,Vegas Golden Knights,LAK,Los Angeles Kings,3,6,VGK,Vegas Golden Knights,8478492,Ilya Samsonov,60:0,-3.663,-3.5157494
2024020159,2,False,2024-10-30,NJD,New Jersey Devils,VAN,Vancouver Canucks,6,0,VAN,Vancouver Canucks,8481668,Arturs Silovs,59:58,-2.646,-2.5864148
2024020159,2,False,2024-10-30,NJD,New Jersey Devils,VAN,Vancouver Canucks,6,0,NJD,New Jersey Devils,8474593,Jacob Markstrom,59:35,2.064,1.7175831999999998
2024020161,2,False,2024-10-31,SEA,Seattle Kraken,TOR,Toronto Maple Leafs,1,4,TOR,Toronto Maple Leafs,8479361,Joseph Woll,59:42,0.391,0.1887957999999999
2024020161,2,False,2024-10-31,SEA,Seattle Kraken,TOR,Toronto Maple Leafs,1,4,SEA,Seattle Kraken,8478916,Joey Daccord,56:27,-0.734,-0.8392291999999999
2024020162,2,False,2024-10-31,STL,St. Louis Blues,PHI,Philadelphia Flyers,1,2,PHI,Philadelphia Flyers,8481035,Samuel Ersson,59:53,0.972,0.7197136
2024020162,2,False,2024-10-31,STL,St. Louis Blues,PHI,Philadelphia Flyers,1,2,STL,St. Louis Blues,8476412,Jordan Binnington,57:36,-0.2509999999999999,-0.3978637999999999
2024020163,2,False,2024-10-31,ANA,Anaheim Ducks,PIT,Pittsburgh Penguins,1,2,PIT,Pittsburgh Penguins,8477968,Alex Nedeljkovic,62:35,1.048,0.7891624
2024020163,2,False,2024-10-31,ANA,Anaheim Ducks,PIT,Pittsburgh Penguins,1,2,ANA,Anaheim Ducks,8480843,Lukas Dostal,62:35,2.87,2.454106
2024020164,2,False,2024-10-31,MTL,Montréal Canadiens,WSH,Washington Capitals,3,6,WSH,Washington Capitals,8479292,Charlie Lindgren,59:46,-1.657,-1.6826666
2024020164,2,False,2024-10-31,MTL,Montréal Canadiens,WSH,Washington Capitals,3,6,MTL,Montréal Canadiens,8480051,Cayden Primeau,60:0,-0.5410000000000004,-0.6628658000000003
2024020165,2,False,2024-10-31,BOS,Boston Bruins,CAR,Carolina Hurricanes,2,8,CAR,Carolina Hurricanes,8481611,Pyotr Kochetkov,59:53,0.4670000000000001,0.2582446
2024020165,2,False,2024-10-31,BOS,Boston Bruins,CAR,Carolina Hurricanes,2,8,BOS,Boston Bruins,8480280,Jeremy Swayman,29:32,-3.55,-3.41249
2024020165,2,False,2024-10-31,BOS,Boston Bruins,CAR,Carolina Hurricanes,2,8,BOS,Boston Bruins,8476914,Joonas Korpisalo,30:28,-0.7829999999999999,-0.8840053999999998
2024020166,2,False,2024-10-31,EDM,Edmonton Oilers,NSH,Nashville Predators,5,1,NSH,Nashville Predators,8477424,Juuse Saros,59:56,-2.771,-2.7006398
2024020166,2,False,2024-10-31,EDM,Edmonton Oilers,NSH,Nashville Predators,5,1,EDM,Edmonton Oilers,8475717,Calvin Pickard,60:0,1.1720000000000002,0.9024736
2024020167,2,False,2024-10-31,CHI,Chicago Blackhawks,SJS,San Jose Sharks,2,3,SJS,San Jose Sharks,8478406,Mackenzie Blackwood,60:0,0.4289999999999998,0.2235201999999998
2024020167,2,False,2024-10-31,CHI,Chicago Blackhawks,SJS,San Jose Sharks,2,3,CHI,Chicago Blackhawks,8475852,Petr Mrazek,58:41,-0.6349999999999998,-0.7487629999999997
2024020168,2,True,2024-11-01,FLA,Florida Panthers,DAL,Dallas Stars,6,4,DAL,Dallas Stars,8479979,Jake Oettinger,60:0,-4.019,-3.8410622
2024020168,2,True,2024-11-01,FLA,Florida Panthers,DAL,Dallas Stars,6,4,FLA,Florida Panthers,8475683,Sergei Bobrovsky,60:0,0.2489999999999996,0.0590361999999996
2024020169,2,False,2024-11-01,NYI,New York Islanders,BUF,Buffalo Sabres,4,3,BUF,Buffalo Sabres,8482221,Devon Levi,56:6,-1.2799999999999998,-1.338164
2024020169,2,False,2024-11-01,NYI,New York Islanders,BUF,Buffalo Sabres,4,3,NYI,New York Islanders,8478009,Ilya Sorokin,60:0,0.5819999999999999,0.3633315999999998
2024020170,2,False,2024-11-01,OTT,Ottawa Senators,NYR,New York Rangers,1,2,NYR,New York Rangers,8478048,Igor Shesterkin,60:0,1.697,1.3822186
2024020170,2,False,2024-11-01,OTT,Ottawa Senators,NYR,New York Rangers,1,2,OTT,Ottawa Senators,8476999,Linus Ullmark,58:33,-0.4159999999999999,-0.5486407999999999
2024020171,2,False,2024-11-01,WPG,Winnipeg Jets,CBJ,Columbus Blue Jackets,6,2,CBJ,Columbus Blue Jackets,8478007,Elvis Merzlikins,59:38,-1.527,-1.5638726
2024020171,2,False,2024-11-01,WPG,Winnipeg Jets,CBJ,Columbus Blue Jackets,6,2,WPG,Winnipeg Jets,8477480,Eric Comrie,60:0,-0.714,-0.8209531999999999
2024020172,2,False,2024-11-01,TBL,Tampa Bay Lightning,MIN,Minnesota Wild,3,5,MIN,Minnesota Wild,8479406,Filip Gustavsson,60:0,-0.213,-0.3631394000000001
2024020172,2,False,2024-11-01,TBL,Tampa Bay Lightning,MIN,Minnesota Wild,3,5,TBL,Tampa Bay Lightning,8476883,Andrei Vasilevskiy,57:3,-0.1709999999999998,-0.3247597999999998
2024020173,2,False,2024-11-01,NJD,New Jersey Devils,CGY,Calgary Flames,0,3,CGY,Calgary Flames,8478435,Dan Vladar,59:59,1.663,1.3511494
2024020173,2,False,2024-11-01,NJD,New Jersey Devils,CGY,Calgary Flames,0,3,NJD,New Jersey Devils,8474593,Jacob Markstrom,58:24,-0.1169999999999999,-0.2754146
2024020174,2,True,2024-11-02,DAL,Dallas Stars,FLA,Florida Panthers,2,4,FLA,Florida Panthers,8481519,Spencer Knight,59:34,0.427,0.2216926
2024020174,2,True,2024-11-02,DAL,Dallas Stars,FLA,Florida Panthers,2,4,DAL,Dallas Stars,8479193,Casey DeSmith,59:19,-0.823,-0.9205574
2024020175,2,False,2024-11-02,BOS,Boston Bruins,PHI,Philadelphia Flyers,3,0,PHI,Philadelphia Flyers,8481035,Samuel Ersson,7:36,1.069,0.8083522
2024020175,2,False,2024-11-02,BOS,Boston Bruins,PHI,Philadelphia Flyers,3,0,PHI,Philadelphia Flyers,8482783,Aleksei Kolosov,51:25,-0.0289999999999999,-0.1950001999999999
2024020175,2,False,2024-11-02,BOS,Boston Bruins,PHI,Philadelphia Flyers,3,0,BOS,Boston Bruins,8476914,Joonas Korpisalo,59:49,1.556,1.2533728
2024020176,2,False,2024-11-02,CHI,Chicago Blackhawks,LAK,Los Angeles Kings,4,3,LAK,Los Angeles Kings,8475311,Darcy Kuemper,63:30,-1.065,-1.141697
2024020176,2,False,2024-11-02,CHI,Chicago Blackhawks,LAK,Los Angeles Kings,4,3,CHI,Chicago Blackhawks,8475852,Petr Mrazek,63:28,0.1960000000000001,0.0106048000000001
2024020177,2,False,2024-11-02,CBJ,Columbus Blue Jackets,WSH,Washington Capitals,2,7,WSH,Washington Capitals,8480313,Logan Thompson,60:0,2.146,1.7925147999999995
2024020177,2,False,2024-11-02,CBJ,Columbus Blue Jackets,WSH,Washington Capitals,2,7,CBJ,Columbus Blue Jackets,8480193,Daniil Tarasov,60:0,-4.176,-3.9845288
2024020178,2,False,2024-11-02,SEA,Seattle Kraken,OTT,Ottawa Senators,0,3,OTT,Ottawa Senators,8476341,Anton Forsberg,59:28,1.478,1.1820963999999998
2024020178,2,False,2024-11-02,SEA,Seattle Kraken,OTT,Ottawa Senators,0,3,SEA,Seattle Kraken,8475831,Philipp Grubauer,58:6,0.7069999999999999,0.4775565999999999
2024020179,2,False,2024-11-02,BUF,Buffalo Sabres,DET,Detroit Red Wings,1,2,DET,Detroit Red Wings,8475660,Cam Talbot,60:0,2.195,1.837291
2024020179,2,False,2024-11-02,BUF,Buffalo Sabres,DET,Detroit Red Wings,1,2,BUF,Buffalo Sabres,8480045,Ukko-Pekka Luukkonen,57:20,0.2389999999999998,0.0498981999999998
2024020180,2,False,2024-11-02,MTL,Montréal Canadiens,PIT,Pittsburgh Penguins,1,3,PIT,Pittsburgh Penguins,8477968,Alex Nedeljkovic,60:0,0.877,0.6329026
2024020180,2,False,2024-11-02,MTL,Montréal Canadiens,PIT,Pittsburgh Penguins,1,3,MTL,Montréal Canadiens,8478470,Sam Montembeault,58:15,0.1709999999999998,-0.0122402000000001
2024020181,2,False,2024-11-02,TOR,Toronto Maple Leafs,STL,St. Louis Blues,2,4,STL,St. Louis Blues,8476412,Jordan Binnington,59:39,0.919,0.6712822
2024020181,2,False,2024-11-02,TOR,Toronto Maple Leafs,STL,St. Louis Blues,2,4,TOR,Toronto Maple Leafs,8479361,Joseph Woll,59:4,-1.344,-1.3966472
2024020182,2,False,2024-11-02,COL,Colorado Avalanche,NSH,Nashville Predators,2,5,NSH,Nashville Predators,8477424,Juuse Saros,60:0,2.045,1.7002209999999998
2024020182,2,False,2024-11-02,COL,Colorado Avalanche,NSH,Nashville Predators,2,5,COL,Colorado Avalanche,8481020,Justus Annunen,58:22,-0.1190000000000002,-0.2772422000000002
2024020183,2,False,2024-11-02,UTA,Arizona Coyotes,VGK,Vegas Golden Knights,3,4,VGK,Vegas Golden Knights,8478499,Adin Hill,62:15,0.0179999999999997,-0.1520516000000002
2024020183,2,False,2024-11-02,UTA,Arizona Coyotes,VGK,Vegas Golden Knights,3,4,UTA,Arizona Coyotes,8478971,Connor Ingram,62:15,-0.1009999999999999,-0.2607937999999999
2024020184,2,False,2024-11-02,VAN,Vancouver Canucks,SJS,San Jose Sharks,3,2,SJS,San Jose Sharks,8478406,Mackenzie Blackwood,58:52,-0.6589999999999998,-0.7706941999999998
2024020184,2,False,2024-11-02,VAN,Vancouver Canucks,SJS,San Jose Sharks,3,2,VAN,Vancouver Canucks,8480947,Kevin Lankinen,59:59,0.02,-0.150224
2024020185,2,False,2024-11-03,NYI,New York Islanders,NYR,New York Rangers,2,5,NYR,New York Rangers,8478048,Igor Shesterkin,60:0,1.2349999999999999,0.9600429999999999
2024020185,2,False,2024-11-03,NYI,New York Islanders,NYR,New York Rangers,2,5,NYI,New York Islanders,8478009,Ilya Sorokin,59:31,-0.8940000000000001,-0.9854372
2024020186,2,False,2024-11-03,TBL,Tampa Bay Lightning,WPG,Winnipeg Jets,4,7,WPG,Winnipeg Jets,8476945,Connor Hellebuyck,60:0,-1.346,-1.3984748
2024020186,2,False,2024-11-03,TBL,Tampa Bay Lightning,WPG,Winnipeg Jets,4,7,TBL,Tampa Bay Lightning,8477992,Jonas Johansson,58:6,-2.536,-2.4858968
2024020187,2,False,2024-11-03,SEA,Seattle Kraken,BOS,Boston Bruins,0,2,BOS,Boston Bruins,8480280,Jeremy Swayman,59:37,2.266,1.9021707999999997
2024020187,2,False,2024-11-03,SEA,Seattle Kraken,BOS,Boston Bruins,0,2,SEA,Seattle Kraken,8478916,Joey Daccord,56:31,2.3760000000000003,2.0026888000000005
2024020188,2,False,2024-11-03,WSH,Washington Capitals,CAR,Carolina Hurricanes,2,4,CAR,Carolina Hurricanes,8481611,Pyotr Kochetkov,60:0,1.392,1.1035095999999998
2024020188,2,False,2024-11-03,WSH,Washington Capitals,CAR,Carolina Hurricanes,2,4,WSH,Washington Capitals,8479292,Charlie Lindgren,58:41,0.6890000000000001,0.4611082000000001
2024020189,2,False,2024-11-03,TOR,Toronto Maple Leafs,MIN,Minnesota Wild,1,2,MIN,Minnesota Wild,8479406,Filip Gustavsson,61:50,0.9750000000000001,0.7224550000000001
2024020189,2,False,2024-11-03,TOR,Toronto Maple Leafs,MIN,Minnesota Wild,1,2,TOR,Toronto Maple Leafs,8476932,Anthony Stolarz,62:14,1.2429999999999999,0.9673533999999998
2024020190,2,False,2024-11-03,EDM,Edmonton Oilers,CGY,Calgary Flames,4,2,CGY,Calgary Flames,8478435,Dan Vladar,58:21,-0.07500000000000018,-0.23703500000000016
2024020190,2,False,2024-11-03,EDM,Edmonton Oilers,CGY,Calgary Flames,4,2,EDM,Edmonton Oilers,8479973,Stuart Skinner,60:0,0.9740000000000002,0.7215412000000001
2024020191,2,False,2024-11-03,CHI,Chicago Blackhawks,ANA,Anaheim Ducks,4,2,ANA,Anaheim Ducks,8480843,Lukas Dostal,58:32,-0.6019999999999999,-0.7186075999999998
2024020191,2,False,2024-11-03,CHI,Chicago Blackhawks,ANA,Anaheim Ducks,4,2,CHI,Chicago Blackhawks,8482821,Arvid Soderblom,59:56,3.0860000000000003,2.6514868000000003
